ID,Source,Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Street,City,County,State,Zipcode,Country,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1576502,Source3,2,35.997715,-78.912407,,,Durham Fwy S,Durham,Durham,NC,27701,US,2020-01-06 07:51:00,33.0,33.0,92.0,29.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1576553,Source2,2,35.997715,-78.912407,,,Durham Fwy S,Durham,Durham,NC,27701,US,2020-01-06 17:51:00,50.0,50.0,36.0,29.64,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1576598,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-01-06 07:51:00,33.0,33.0,92.0,29.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1578640,Source2,2,35.982399,-78.89022800000002,,,S Alston Ave,Durham,Durham,NC,27701,US,2020-01-07 08:51:00,42.0,37.0,67.0,29.52,10.0,SSE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1578641,Source2,2,35.982399,-78.89022800000002,,,S Alston Ave,Durham,Durham,NC,27701,US,2020-01-07 08:51:00,42.0,37.0,67.0,29.52,10.0,SSE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1580878,Source2,2,35.939331,-78.859505,,,Durham Fwy S,Durham,Durham,NC,27709,US,2020-01-08 07:51:00,32.0,32.0,79.0,29.75,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1582984,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-01-09 11:51:00,46.0,46.0,47.0,30.21,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1586976,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-11 12:51:00,69.0,69.0,81.0,29.75,5.0,S,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1586978,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2020-01-11 12:51:00,69.0,69.0,81.0,29.75,5.0,S,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1586992,Source2,3,35.882881,-78.840797,,,I-40 E,Durham,Durham,NC,27703,US,2020-01-11 13:51:00,70.0,70.0,78.0,29.73,8.0,S,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1588320,Source2,2,35.939331,-78.859505,,,Durham Fwy S,Durham,Durham,NC,27709,US,2020-01-13 07:11:00,65.0,65.0,97.0,29.86,0.5,W,3.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1588322,Source2,2,35.964249,-78.86525,,,Durham Fwy N,Durham,Durham,NC,27703,US,2020-01-13 07:51:00,65.0,65.0,97.0,29.86,1.0,SSW,6.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1588352,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-13 13:51:00,66.0,66.0,96.0,29.85,4.0,S,10.0,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1588471,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-01-13 20:21:00,64.0,64.0,96.0,29.88,2.0,SSW,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1590669,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-14 07:25:00,66.0,66.0,93.0,29.74,7.0,S,8.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1590673,Source2,2,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-14 07:51:00,65.0,65.0,97.0,29.74,8.0,WSW,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1593215,Source2,2,35.976219,-78.875664,,,Durham Fwy S,Durham,Durham,NC,27703,US,2020-01-15 08:51:00,58.0,58.0,78.0,29.75,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1593308,Source2,2,35.93507,-78.813393,,,E US Highway 70,Durham,Durham,NC,27703,US,2020-01-15 08:51:00,58.0,58.0,78.0,29.75,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1593323,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-01-15 12:51:00,66.0,66.0,65.0,29.71,10.0,E,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1595525,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2020-01-16 16:51:00,60.0,60.0,24.0,29.75,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1597800,Source2,3,36.025742,-78.851013,,,E Club Blvd,Durham,Durham,NC,27704,US,2020-01-17 16:51:00,43.0,38.0,34.0,30.16,10.0,NE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1600024,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-01-18 15:51:00,48.0,43.0,56.0,29.74,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1601433,Source2,3,35.904144,-78.960083,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-20 15:51:00,39.0,34.0,34.0,29.84,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1603203,Source2,2,35.91758,-78.789169,,,Glenwood Ave,Durham,Wake,NC,27703,US,2020-01-21 14:51:00,37.0,29.0,30.0,29.92,10.0,NNE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1605441,Source2,3,35.904144,-78.960083,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-22 13:51:00,43.0,40.0,37.0,29.9,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1605454,Source2,2,35.982399,-78.89022800000002,,,S Alston Ave,Durham,Durham,NC,27701,US,2020-01-22 15:51:00,46.0,41.0,31.0,29.87,10.0,NNE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1605458,Source2,3,35.889725,-78.847145,,,I-40 W,Durham,Durham,NC,27703,US,2020-01-22 16:51:00,43.0,38.0,34.0,29.87,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1605464,Source2,2,35.939331,-78.859505,,,Durham Fwy S,Durham,Durham,NC,27709,US,2020-01-22 17:51:00,38.0,38.0,41.0,29.89,10.0,NNE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1608121,Source2,3,35.889725,-78.847145,,,I-40 W,Durham,Durham,NC,27703,US,2020-01-24 16:51:00,63.0,63.0,65.0,29.53,10.0,SE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1611916,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2020-01-25 11:51:00,54.0,54.0,66.0,29.45,10.0,W,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1612588,Source2,3,35.908787,-78.935738,,,I-40 E,Durham,Durham,NC,27713,US,2020-01-26 09:51:00,44.0,42.0,58.0,29.53,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1613491,Source2,2,36.01339,-78.93678299999998,,,Durham Fwy S,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1617708,Source2,3,35.885113,-78.842598,,,I-40 E,Durham,Durham,NC,27703,US,2020-01-29 07:51:00,30.0,30.0,92.0,29.64,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1619761,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2020-01-30 09:51:00,42.0,37.0,60.0,29.79,10.0,NE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625827,Source2,2,35.98093,-78.85883299999998,,,US-70 E,Durham,Durham,NC,27703,US,2020-02-03 07:51:00,45.0,43.0,68.0,29.59,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625948,Source2,2,35.976219,-78.875664,,,Durham Fwy S,Durham,Durham,NC,27703,US,2020-02-04 16:51:00,67.0,67.0,51.0,29.49,10.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625958,Source2,2,35.976219,-78.875664,,,Durham Fwy S,Durham,Durham,NC,27703,US,2020-02-04 18:51:00,65.0,65.0,50.0,29.51,10.0,WSW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1625976,Source2,2,35.95026,-78.838211,,,S Miami Blvd,Durham,Durham,NC,27703-5627,US,2020-02-03 07:51:00,45.0,43.0,68.0,29.59,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1626065,Source2,2,36.06968300000001,-78.779617,,,US-15 S,Durham,Durham,NC,27704,US,2020-02-04 07:51:00,59.0,59.0,58.0,29.56,10.0,SW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1629755,Source2,2,36.05117,-78.905373,,,N Duke St,Durham,Durham,NC,27704-1728,US,2020-02-05 07:51:00,60.0,60.0,83.0,29.53,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1629883,Source2,2,36.046478,-78.81385,,,I-85 N,Durham,Durham,NC,27704,US,2020-02-05 09:47:00,64.0,64.0,77.0,29.55,10.0,SW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1632616,Source2,2,35.91758,-78.789169,,,Glenwood Ave,Durham,Wake,NC,27703,US,2020-02-06 21:51:00,61.0,61.0,97.0,29.04,6.0,SSW,6.0,0.04,Light Drizzle,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1637995,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2020-02-09 17:51:00,49.0,46.0,44.0,30.02,10.0,SSW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1641360,Source2,2,36.02047,-78.907501,,,US-501 N,Durham,Durham,NC,27701,US,2020-02-11 07:51:00,63.0,63.0,97.0,29.58,6.0,SSW,14.0,0.14,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1641389,Source2,3,35.904144,-78.960083,,,I-40 W,Durham,Durham,NC,27713,US,2020-02-11 09:51:00,64.0,64.0,96.0,29.55,5.0,SSW,16.0,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1643718,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2020-02-12 07:51:00,51.0,51.0,66.0,29.74,10.0,NE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1646185,Source2,2,35.924118,-78.860229,,,T.W. Alexander Dr,Durham,Durham,NC,27709,US,2020-02-13 16:51:00,61.0,61.0,93.0,29.38,10.0,SW,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1646189,Source2,2,35.982399,-78.89022800000002,,,S Alston Ave,Durham,Durham,NC,27701,US,2020-02-13 17:51:00,60.0,60.0,93.0,29.4,10.0,SW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1646197,Source2,2,36.046478,-78.81385,,,I-85 N,Durham,Durham,NC,27704,US,2020-02-13 05:51:00,64.0,64.0,93.0,29.37,10.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1648641,Source2,2,35.976219,-78.875664,,,Durham Fwy S,Durham,Durham,NC,27703,US,2020-02-14 16:51:00,49.0,45.0,39.0,29.86,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1648643,Source2,2,36.038071,-78.994148,,,I-85 N,Durham,Orange,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1648773,Source2,2,35.91758,-78.789169,,,Glenwood Ave,Durham,Wake,NC,27703,US,2020-02-14 18:51:00,43.0,39.0,42.0,29.93,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1652161,Source2,3,35.992729,-78.909523,,,Durham Fwy S,Durham,Durham,NC,27701,US,2020-02-17 14:51:00,58.0,58.0,47.0,29.75,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1652215,Source2,2,35.97573900000001,-78.785957,,,Wake Forest Rd,Durham,Durham,NC,27704,US,2020-02-17 12:51:00,57.0,57.0,49.0,29.77,10.0,NE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1654153,Source2,2,35.99308,-78.909325,,,Durham Fwy N,Durham,Durham,NC,27701,US,2020-02-18 07:51:00,41.0,41.0,93.0,29.8,10.0,SW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1654194,Source2,2,35.982399,-78.89022800000002,,,S Alston Ave,Durham,Durham,NC,27701,US,2020-02-18 13:51:00,60.0,60.0,67.0,29.69,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1656475,Source2,2,35.924118,-78.860229,,,T.W. Alexander Dr,Durham,Durham,NC,27709,US,2020-02-19 12:51:00,49.0,45.0,71.0,29.91,10.0,NE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1658601,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-02-20 17:51:00,33.0,28.0,96.0,29.89,0.5,NNE,6.0,0.09,Snow,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1660958,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2020-02-21 13:51:00,32.0,26.0,66.0,30.07,10.0,VAR,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1663417,Source2,3,35.950932,-78.99897800000002,,,Durham Chapel Hill Blvd,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1666497,Source2,2,35.92478900000001,-78.864693,,,Moore Dr,Durham,Durham,NC,27709,US,2020-02-25 09:31:00,58.0,58.0,90.0,29.42,8.0,SW,7.0,0.0,Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1670808,Source2,3,35.908787,-78.935738,,,I-40 E,Durham,Durham,NC,27713,US,2020-02-27 08:51:00,40.0,32.0,49.0,29.53,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1670873,Source2,3,35.908787,-78.935738,,,I-40 E,Durham,Durham,NC,27713,US,2020-02-27 17:51:00,46.0,42.0,31.0,29.59,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1672542,Source3,4,36.031761,-78.842239,,,I-85 S,Durham,Durham,NC,27704,US,2020-02-28 08:51:00,39.0,31.0,55.0,29.66,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1675377,Source2,2,35.92478900000001,-78.864693,,,Moore Dr,Durham,Durham,NC,27709,US,2020-01-02 08:51:00,47.0,45.0,61.0,29.58,10.0,VAR,5.0,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1677182,Source2,3,35.950932,-78.99897800000002,,,Durham Chapel Hill Blvd,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1683496,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-30 08:51:00,70.0,70.0,81.0,29.25,10.0,SSW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1686788,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-01 12:51:00,60.0,60.0,93.0,29.05,9.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1688107,Source2,3,36.025742,-78.851013,,,E Club Blvd,Durham,Durham,NC,27704,US,2019-12-02 07:51:00,42.0,42.0,79.0,29.2,10.0,WSW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1688141,Source2,2,35.92478900000001,-78.864693,,,Moore Dr,Durham,Durham,NC,27709,US,2019-12-02 12:51:00,49.0,44.0,46.0,29.2,10.0,W,14.0,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1690946,Source2,2,35.91758,-78.789169,,,Glenwood Ave,Durham,Wake,NC,27703,US,2019-12-03 13:51:00,50.0,50.0,48.0,29.3,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1693434,Source2,3,36.038467,-79.01007800000002,,,I-85 S,Durham,Orange,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1693529,Source2,3,35.882881,-78.840797,,,I-40 E,Durham,Durham,NC,27703,US,2019-12-04 17:51:00,52.0,52.0,41.0,29.21,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1696035,Source2,2,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-05 07:51:00,35.0,35.0,72.0,29.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1696222,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-05 22:51:00,35.0,35.0,72.0,29.73,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1698623,Source2,2,35.91758,-78.789169,,,Glenwood Ave,Durham,Wake,NC,27703,US,2019-12-06 12:51:00,55.0,55.0,47.0,29.72,10.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1705836,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-10 17:51:00,61.0,61.0,83.0,29.55,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-1705852,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-10 22:51:00,49.0,49.0,90.0,29.68,6.0,VAR,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1708393,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2019-12-11 07:51:00,39.0,35.0,82.0,29.89,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1708583,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-11 16:51:00,43.0,43.0,43.0,29.98,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1713973,Source2,2,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2019-12-13 17:51:00,46.0,46.0,96.0,29.49,2.0,CALM,0.0,0.12,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1714042,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-13 09:51:00,38.0,33.0,93.0,29.79,3.0,ENE,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1720996,Source2,3,35.904144,-78.960083,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-17 16:51:00,64.0,64.0,90.0,29.21,10.0,SW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1723664,Source2,3,35.956463,-78.864281,,,Glover Rd,Durham,Durham,NC,27703,US,2019-12-18 09:51:00,40.0,34.0,43.0,29.67,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1726273,Source2,2,35.898941,-78.880089,,,T.W. Alexander Dr,Durham,Durham,NC,27713,US,2019-12-19 05:51:00,27.0,27.0,61.0,29.89,10.0,CALM,0.0,0.0,Fair,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1726274,Source2,2,35.902531,-78.895538,,,NC Highway 55,Durham,Durham,NC,27713-4472,US,2019-12-19 05:51:00,27.0,27.0,61.0,29.89,10.0,CALM,0.0,0.0,Fair,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1726291,Source2,2,35.97422,-78.96109799999998,,,Pickett Rd,Durham,Durham,NC,27705-6011,US,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1726319,Source2,2,35.986622,-78.991508,,,Randolph Rd,Durham,Durham,NC,27705-5342,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1726347,Source2,3,35.908787,-78.935738,,,I-40 E,Durham,Durham,NC,27713,US,2019-12-19 15:51:00,43.0,40.0,31.0,29.95,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1726355,Source2,3,35.950932,-78.99897800000002,,,Durham Chapel Hill Blvd,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1726453,Source2,2,35.965038,-78.833321,,,Tanners Mill Dr,Durham,Durham,NC,27703-7823,US,2019-12-19 17:51:00,35.0,35.0,50.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1728907,Source2,2,35.976219,-78.875664,,,Durham Fwy S,Durham,Durham,NC,27703,US,2019-12-20 16:51:00,50.0,50.0,38.0,30.04,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1728912,Source2,3,35.904144,-78.960083,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-20 17:51:00,45.0,41.0,48.0,30.04,10.0,NE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1730904,Source2,3,35.907051,-78.896301,,,I-40 W,Durham,Durham,NC,27713,US,2019-12-21 14:51:00,48.0,48.0,44.0,30.0,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1731652,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-12-22 10:51:00,41.0,41.0,76.0,29.95,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1732822,Source2,3,36.025742,-78.851013,,,E Club Blvd,Durham,Durham,NC,27704,US,2019-12-23 15:51:00,46.0,43.0,93.0,29.58,6.0,NNE,6.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1737453,Source2,2,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2019-10-07 07:51:00,60.0,60.0,100.0,29.71,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1742630,Source2,2,35.976096999999996,-78.875359,,,Durham Fwy N,Durham,Durham,NC,27703,US,2019-10-09 06:51:00,57.0,57.0,93.0,29.68,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1742727,Source2,3,35.901409,-78.873657,,,Durham Fwy N,Durham,Durham,NC,27709,US,2019-10-09 19:51:00,61.0,61.0,78.0,29.69,10.0,ENE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1745106,Source2,2,35.911701,-78.943428,,,W NC Highway 54,Durham,Durham,NC,27713-7516,US,2019-10-10 07:51:00,53.0,53.0,96.0,29.76,10.0,N,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1745277,Source2,2,35.91251,-78.781921,,,Brier Creek Pkwy,Durham,Wake,NC,27703,US,2019-10-10 10:51:00,62.0,62.0,70.0,29.78,10.0,NE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1745328,Source2,3,36.057896,-78.796028,,,Redwood Rd,Durham,Durham,NC,27704-8628,US,2019-10-10 17:51:00,73.0,73.0,49.0,29.67,10.0,NE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
